,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
741,National Bureau of Asian Research,1,1.0,1.0,1. Locating ASEAN in East Asia's regional order (1.0 cites)
141,Australian Veterinary Association,1,1.0,1.0,1. Amyloidosis associated with long-standing enterobacter endocarditis in a dog (1.0 cites)
760,Newlands Press Ltd,3,1.0,0.3333333333333333,"1. Human RNA-directed DNA methylation methylates high-mobility group box 1 protein-produced DNA gaps (1.0 cites)
2. Conference proceedings from the virtual 24th Bangkok International Symposium on HIV medicine (0.0 cites)
3. The 25th Bangkok International Symposium on HIV Medicine (0.0 cites)"
918,Society for Imaging Science and Technology,6,1.0,0.16666666666666666,"1. Dual-band infrared video-based measurement using pulse wave maps to analyze heart rate variability (1.0 cites)
2. Dual-band infrared video-based measurement using pulse wave maps to analyze heart rate variability (0.0 cites)
3. Information embedding in 3D printed objects using metal-infused PLA and reading with thermography (0.0 cites)"
880,SciPost Foundation,1,1.0,1.0,1. Bounds on quantum evolution complexity via lattice cryptography (1.0 cites)
893,Scientific Association for Infocommunications,1,1.0,1.0,1. Design and Development of a User-Centered Mobile Application for Intermodal Public Transit in Bangkok: A Design Thinking Approach (1.0 cites)
803,Pharmainfo Publications,1,1.0,1.0,1. Are there maximum compatible concentrations of calcium gluconate and sodium glycerophosphate in infant parenteral nutrition solutions? (1.0 cites)
855,Romanian Society of Gastroenterology,1,1.0,1.0,1. Nurse administered propofol sedation (Naps) versus on-call anesthesiologist administered propofol sedation (oaps) in elective colonoscopy (1.0 cites)
865,SAE International,3,1.0,0.3333333333333333,"1. A Control System for Maintaining Passenger Cabin Air Quality (1.0 cites)
2. Effect of slot and chamfer shape of brake pad on mode coupling (0.0 cites)
3. Study on drowsy driving behavior from driver steering pattern and lane offset using driving simulator (0.0 cites)"
166,Biodiversity Research Center Academia Sinica,1,1.0,1.0,"1. Biodiversity of the Buffalo Leeches Genus Hirudinaria (Arhynchobdellida, Hirudinidae) in Southern Thailand Revealed from DNA Barcoding (1.0 cites)"
162,Bio-protocol LLC,2,1.0,0.5,"1. Isolation of microvesicles from human circulating neutrophils (1.0 cites)
2. Determination of Poly(3-hydroxybutyrate) Content in Cyanobacterium Synechocystis sp. PCC 6803 Using Acid Hydrolysis Followed by High-performance Liquid Chromatography (0.0 cites)"
169,Birkhauser,2,1.0,0.5,"1. Clifford Algebra-Valued Segal–Bargmann Transform and Taylor Isomorphism (1.0 cites)
2. Imaging Enhancement in Angle-Domain Common-Image-Gathers Using the Connected-Component Labeling Method (0.0 cites)"
819,Portfolio Management Research,1,1.0,1.0,1. Static Indexing Beats Tactical Asset Allocation (1.0 cites)
206,Center for Religious Studies,1,1.0,1.0,1. The Śrāvastī Miracles: Some Relationships Between their Literary Sources and Visual Representations in Dvāravatī (1.0 cites)
202,Centar for Quality,1,1.0,1.0,1. The Moderating Effect of Destination Quality on Tourism Policy and Tourism Development (1.0 cites)
832,Pusat Penelitian dan Pengembangan Teknologi Minyak dan Gas Bumi,1,1.0,1.0,1. Sensitivity Analysis Comparisson of Synthetic Polymer and Biopolymer using Reservoir Simulation (1.0 cites)
821,Pouyan Press,1,1.0,1.0,1. Evaluation of Applicability and Accuracy of Bus Travel Time Prediction in High and Low Frequency Bus Routes Using Tree-Based ML Techniques (1.0 cites)
897,Seoul National University 501-321,1,1.0,1.0,1. Material development of perpendicular recording for high areal density hard disk drives (1.0 cites)
811,Polish Physiological Society,1,1.0,1.0,1. Alterations in pore-forming subunits of adenosine triphosphate-sensitive potassium channels in pressure overload rat cardiomyocytes (1.0 cites)
883,Sciedu Press,1,1.0,1.0,1. The Intrepidity Combine with Consciousness to Encourage in Speaking English for 21st Century Learners (1.0 cites)
891,"Science and Technology Publications, Lda",2,1.0,0.5,"1. Factors Affecting Knowledge Transfer between Project Managers: A Conceptual Framework (1.0 cites)
2. Technology Transfer of Convolutional Neural Networks: An Example (0.0 cites)"
881,SciTePress,3,1.0,0.3333333333333333,"1. Visual data story protocol: Internal communications from domain expertise to narrative visualization implementation (1.0 cites)
2. Applying uncommon visualizations to government dashboards (0.0 cites)
3. Interdependent multi-task learning for simultaneous segmentation and detection (0.0 cites)"
613,Korean Academy of Prosthodontic,1,1.0,1.0,1. Microhardness of resin cements after light activation through various translucencies of monolithic zirconia (1.0 cites)
1056,University of Texas Press,1,1.0,1.0,1. The Cinematic Forest and Southeast Asian Cinema (1.0 cites)
498,International Association for Probablistic Safety Assessment and Management (IAPSAM),1,1.0,1.0,1. Development of Classification Model for Public Perception of Nuclear Energy in Social Media Platform using Machine Learning: Facebook Platform in Thailand (1.0 cites)
187,CELOM,2,1.0,0.5,"1. Diabetic striatopathy Estriatopatia diabética (1.0 cites)
2. Bilateral carotid body paraganglioma Paraganglioma bilateral do corpo carotídeo (0.0 cites)"
485,Institute of Social Sciences Ivo Pilar,1,1.0,1.0,1. ONLINE VIDEO GAME INFLUENCER'S CREDIBILITY AND PURCHASE INTENTION Vjerodostojnost online influencera videoigara i namjera kupnje (1.0 cites)
192,CRC Press,12,1.0,0.08333333333333333,"1. Tiger’s Milk Mushroom (Lignosus rhinocerus) (1.0 cites)
2. Herbal medicinal compounds and their anti-breast cancer actions: A mechanistic perspective (0.0 cites)
3. Role of interventional procedures in channelopathies catheter ablation and sympathectomy (0.0 cites)"
833,Pushpa Publishing House,1,1.0,1.0,1. Supporting the understanding investor behavior and the effective communication (1.0 cites)
618,Korean Association of Hepato-Biliary-Pancreatic Surgery,1,1.0,1.0,1. Ultimate outcomes of three modalities for non-surgical gallbladder drainage in acute cholecystitis with or without concomitant common bile duct stones (1.0 cites)
399,Geological Society of Malaysia,2,1.0,0.5,"1. Late pleistocene climate variation on the khorat plateau, northeastern thailand inferred from the remnants of sand dunes (1.0 cites)
2. Characterization of naturally fractured basement reservoir and its play concept, South Pattani Basin, Gulf of Thailand (0.0 cites)"
38,Akademiai Kiado Rt.,1,1.0,1.0,1. Monitoring minimal residual disease in canine lymphomas treated with modified L-COP or L-CHOP protocols (1.0 cites)
49,American Accounting Association,2,1.0,0.5,"1. Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China (1.0 cites)
2. Audit Partner Industry Specialization and the Cost of Debt: Evidence from Thailand (0.0 cites)"
1049,University of Miskolc,1,1.0,1.0,1. A smaller cover for closed unit curves (1.0 cites)
440,IJETAE Publication House,1,1.0,1.0,1. Counterfeit Luxury Handbag Materials Image Classification using Deep learning and Local Binary Pattern (1.0 cites)
1094,World Scientific Publishing Co.,13,1.0,0.07692307692307693,"1. The E-commerce landscape in ASEAN and China: A virtual bridge between the world’s largest market and ASEAN’s emerging markets (1.0 cites)
2. Foreword (0.0 cites)
3. Financial Derivatives: Markets and Applications: 5th Edition (0.0 cites)"
1096,World Scientific Publishing Co. Pte. Ltd.,8,1.0,0.125,"1. China Studies In South And Southeast Asia: Between Pro-china And Objectivism (1.0 cites)
2. Benefit imbalance and market domination in cross-border fruit value chain: The case of thai longans (0.0 cites)
3. China's belt and road initiative and ASEAN connectivity in development: Can both bring synergy and opportunities together? (0.0 cites)"
23,Academic Conferences and Publishing International Limited,3,1.0,0.3333333333333333,"1. Success Factors to Promote Innovative Behavior in Organizations (1.0 cites)
2. Mobile-Assisted Language Learning using Task-Based Approach and Gamification for Enhancing Writing Skills in EFL Students (0.0 cites)
3. Software Project Managers' Knowledge Transfer: An In-Depth Interview (0.0 cites)"
16,ASERS Publishing House,4,1.0,0.25,"1. Affected factors for solid waste management in the upstream of watershed and touristic area using analytic hierarchy process. A case study of Pai district, Thailand (1.0 cites)
2. Fed intermittent composting of food waste from minor touring city, using reactors with different passive ventilation (0.0 cites)
3. Effect of swine bone powder for reduce cadmium uptake by rice (0.0 cites)"
39,Akademiai Kiado ZRt.,3,0.0,0.0,"1. Performance assessment of weighted mean temperature models derived from AIRS and ERA5 reanalysis for calculating GPS precipitable water vapor in the thailand region (0.0 cites)
2. Visualizing hyperparathyroidism: A pictorial essay of Tc-99m MIBI parathyroid imaging across different etiologies (0.0 cites)
3. Serum angiopoietin-2 levels in dogs with splenic haemangiosarcoma, haemangioma, and splenitis (0.0 cites)"
40,Akdeniz University Publishing House,1,0.0,0.0,1. HOW HOTEL BRAND WEBSITE CONTRIBUTES TO ONLINE HOTEL RESERVATION ON CONSUMER REVIEW WEBSITE? (0.0 cites)
1058,University of Toronto Press,1,0.0,0.0,"1. Aaron W. Hughes. From Seminary to University: An Institutional History of the Study of Religion in Canada. University of Toronto Press. x, 248. $65.00 (0.0 cites)"
1063,Vaclav Skala Union Agency,1,0.0,0.0,1. Mesh-based multi-view normal integration with energy minimization using surface reflectance properties (0.0 cites)
1089,Woods Hole Oceanographic Institution,1,0.0,0.0,1. Journey to the bottom of the sea: Searching for ingredients that may have sparked life on earth (0.0 cites)
546,Istanbul University Press,1,0.0,0.0,1. Length of hospital stay and complications of mini-facelift versus modified Blair incision for parotid abscess drainage (0.0 cites)
556,Japan Institute of Heterocyclic Chemistry,1,0.0,0.0,1. Stereoselectivity of the biginelli reaction catalyzed by chiral primary amine: A computational study (0.0 cites)
1048,University of Michigan Press,2,0.0,0.0,"1. Multiculturalism and Revolution: An Analytical History of the Chinese Communist Party’s Relationship with Syncretic Religious Movements (0.0 cites)
2. Boys for beauty (1999): Participatory mode, camp aesthetic, bentu discourse (0.0 cites)"
1052,University of Punjab (new Campus),1,0.0,0.0,"1. Occurrence and Distribution of Snake Species in Balochistan Province, Pakistan (0.0 cites)"
1054,University of South Bohemia,1,0.0,0.0,1. The Role of Volunteerism and Buddhist Ethics for the Covid-19 Pandemic Response in Thailand (0.0 cites)
1055,University of Southern California,1,0.0,0.0,1. Journalistic Role Performance of the Thai Press on the Issue of Transgender Rights (0.0 cites)
1057,University of Toronto,1,0.0,0.0,1. A cross-sectional study exploring the BI-RADS score discordance rates of routine mammography screening versus adjunctive ultrasonography in Southeast Asian women (0.0 cites)
37,Air and Waste Management Association,1,0.0,0.0,1. Risks to health from ambient particulate matter (PM2.5 and PM10) to the residents of an Indian City: An analysis (0.0 cites)
495,International Association for Conflict Management,1,0.0,0.0,1. How Do Buddhist Monks Frame Conflict? A Buddhist Approach to Paradox (0.0 cites)
497,International Association for Hydro-Environment Engineering and Research (IAHR),2,0.0,0.0,"1. Environmental impact of irrigation to groundwater contamination and aquifer vulnerability from intensive agricultural practices in Thailand (0.0 cites)
2. Analysis of land use land coverage dynamics and its effects on rainfall-runoff and runoff-sediment patterns in yom river basin Thailand (0.0 cites)"
500,International Association of Lowland Technology,2,0.0,0.0,"1. Weakly singular BIEM for analysis of cracks embedded in symmetric elastic whole space (0.0 cites)
2. Uplift of very sensitive soft clay due to pile driving (0.0 cites)"
503,"International Astronautical Federation, IAF",1,0.0,0.0,1. Secure Before Launch: Satellite security guidelines vulnerabilities concerns for space missions (0.0 cites)
846,Research Trend,1,0.0,0.0,1. Gene polymorphisms of interferons and their receptors in chronic hepatitis B virus infection and hepatocellular carcinoma (0.0 cites)
847,Research Trends (P) LTD.,1,0.0,0.0,1. Reduction of melanin content and tyrosinase and tyrosinase-related protein gene expression by horsfieldone A and maingayone D (0.0 cites)
848,ResearchersLinks Ltd,1,0.0,0.0,"1. Effect of Natural Multi-Enzyme Supplementation on Growth Performance, Gut Microflora, Carcass Characteristics, and Meat Quality of Broilers Reared in Tropical Climates (0.0 cites)"
179,Brawijaya University,1,0.0,0.0,"1. Effects of Various Agroecosystem Landscape on Arthropod Diversity: A Study Case in Kemiri Village, Jember, Indonesia (0.0 cites)"
181,Brazilian Association of Veterinary Pathology,1,0.0,0.0,1. Gastric braunina cordiformis and a review of helminth parasitism in the finless porpoise (Neophocaena phocaenoides) (0.0 cites)
186,CABI International,1,0.0,0.0,1. Antibiotic mechanism of action and resistance (0.0 cites)
190,CIC Edizioni Internazionali s.r.l.,1,0.0,0.0,1. Poly(ɛ-caprolactone) membranes coated with poly(4-styrenesulfonic acid-co-maleic acid)-sodium salt enhance osteogenic properties of pre-osteoblasts MC3T3-E1 (0.0 cites)
607,Konrad Lorenz Editores,1,0.0,0.0,1. Preliminary evidence for the matrix matching test as a valid and reliable measure of general cognitive ability in adolescents Evidencia preliminar para el uso del Matrix Matching Test como una medida válida y confiable de habilidad cognitiva general en adolescentes (0.0 cites)
619,Korean Association of Oral and Maxillofacial Surgeons,1,0.0,0.0,1. Surface structure characteristics of dental implants and their potential changes following installation: a literature review (0.0 cites)
621,Korean Cancer Association,1,0.0,0.0,1. Efficacy and Safety of Ceritinib 450 mg/day with Food and 750 mg/day in Fasted State in Treatment-Naïve Patients with ALK+ Non-Small Cell Lung Cancer: Results from the ASCEND-8 Asian Subgroup Analysis (0.0 cites)
837,REF Press,3,0.0,0.0,"1. The Effect of Hostile Takeover Threats on Capital Structure: Evidence from Half a Century (0.0 cites)
2. Understanding the State of Environmental Valuation Research: a Biblio-metric Analysis of the Literature (0.0 cites)
3. Blockchain Technology in Financial Accounting: Emerging Regulatory Issues (0.0 cites)"
839,Rangsit University,4,0.0,0.0,"1. Olfactory effects of d-Borneol on psychophysiological parameters among healthy participants (0.0 cites)
2. Reliability of isometric neck and shoulder muscle strength measurements between symptomatic and asymptomatic female office workers using a hand-held dynamometer (0.0 cites)
3. Development of 2% w/w sodium fluoride oral gels for prevention of dental caries in patients with xerostomia (0.0 cites)"
843,Regional Inform. Center for Sci. and Technol.,1,0.0,0.0,1. Virtualization System as a Decision-Making Report: A Case Study of the National Research Council of Thailand (0.0 cites)
432,IADIS Press,1,0.0,0.0,1. MIND-WANDERING DETECTION MODEL WITH ELECTROENCEPHALOGRAM (0.0 cites)
493,International Association for Automation and Robotics in Construction (IAARC),1,0.0,0.0,1. CIM-enabled quantitative view assessment in architectural design and space planning (0.0 cites)
494,International Association for Bridge and Structural Engineering (IABSE),1,0.0,0.0,1. Precast industry contributed toward green construction (0.0 cites)
193,CRC Press/Balkema,4,0.0,0.0,"1. An improved RSA procedure to compute shear force in tall RC shear wall buildings (0.0 cites)
2. Simulation on liquefaction of unsaturated compacted soils—effect of compaction degree (0.0 cites)
3. Effect of fly ash in Southeast Asia on the properties of mortar (0.0 cites)"
850,Review of Communication Research,1,0.0,0.0,1. Research Trends in Social Media Role in Political Campaigns: A Bibliometric Analysis (0.0 cites)
852,Richtmann Publishing Ltd,1,0.0,0.0,1. Driving Change: Guidelines for Developing Graduate Programs to Meet High International Standards (0.0 cites)
853,Rikkyo University,1,0.0,0.0,1. Fitting rotation curves of galaxies by de Rham-Gabadadze-Tolley massive gravity (0.0 cites)
854,Roman Science Publications and Distributions,1,0.0,0.0,"1. Inventory Model for Deteriorating Stocks Items with Time-Dependent Demand, Backlogged Partially When Late Payment is Allowed (0.0 cites)"
861,Russian Open Medical Journal,1,0.0,0.0,"1. Role of P-selectin, hemopexin, lactoferrin, iron and ferritin in patients with giardiasis and amoebiasis: a narrative review (0.0 cites)"
167,Bioexcel Publishing LTD,2,0.0,0.0,"1. Current perspectives on the management of allergic rhinitis in selected Asia-Pacific countries: a meeting report (0.0 cites)
2. Deferiprone, an iron chelator, alleviates platelet hyperactivity in patients with β-thalassaemia/HbE (0.0 cites)"
201,CentMa GmbH,1,0.0,0.0,1. Urban-Rural Links for Sustainable Food Consumption in Bangkok (0.0 cites)
818,Pontificia Universidad Catolica de Chile,1,0.0,0.0,1. The Degrowth Institute. Masterplanning for Degrowth in Shrinking Post-Industrial Cities in Donbas The Degrowth PLAN MAESTRO para el decrecimiento en ciudades POSINDUSTRIALES EN DECLIVE en Dombás (0.0 cites)
369,"Faculty of Veterinary Medicine, University of Tripoli",2,0.0,0.0,"1. Comparative study of healing time of canine non-infectious deep ulcerative keratitis between medical therapy alone and combined treatment with medical therapy and a nictitating membrane flap: A retrospective study (0.0 cites)
2. Computed tomographic evaluation of heart size in clinically healthy cats (0.0 cites)"
596,Kathmandu University,1,0.0,0.0,1. Prevalence of Suspected Cholangiocarcinoma Based on Ultrasonography Screening and its Associated Factors in Northeastern Thailand (0.0 cites)
600,Kerman University of Medical Sciences,1,0.0,0.0,1. Financing Strategies to Facilitate Access to High-Cost Anticancer Drugs: A Systematic Review of the Literature (0.0 cites)
604,King Saud bin Abdulaziz University,1,0.0,0.0,1. A fear detection method based on palpebral fissure (0.0 cites)
605,Knowledge E,1,0.0,0.0,1. Incidence and Risk Factors for Retinopathy of Prematurity at a Rural Tertiary Hospital in Thailand (0.0 cites)
606,Komitet Słowianoznawstwa PAN,1,0.0,0.0,1. Some cardinal characteristics related to the covering number and the uniformity of the meagre ideal (0.0 cites)
868,SAS International Publications,1,0.0,0.0,1. Ideals of Γ-seminearrings (0.0 cites)
871,SESAR Joint Undertaking,1,0.0,0.0,1. Strategic Cross-Border Capacity Planning Under Uncertainty (0.0 cites)
872,SINUS Association,1,0.0,0.0,1. The Non-Existence of Convex Configuration for a Given Set of Vertex-Norm in Two-Dimensional Space (0.0 cites)
873,SLAC National Accelerator Laboratory,1,0.0,0.0,1. Color discriminant variable to separate dijet resonances at the LHC (0.0 cites)
876,Sanglah General Hospital,1,0.0,0.0,1. Ultrasonography (USG)-guided corticosteroid injection with needle release of the A1 pulley: serial case report (0.0 cites)
890,Science and Information Organization,1,0.0,0.0,1. Primal-Optimal-Binding LPNet: Deep Learning Architecture to Predict Optimal Binding Constraints of a Linear Programming Problem (0.0 cites)
894,Scientific Foundation SPIROSKI,1,0.0,0.0,1. Public buses decontamination by automated hydrogen peroxide aerosolization system (0.0 cites)
791,Penerbit Akademia Baru,1,0.0,0.0,1. Study of Hydrodynamics and Upscaling of Immiscible Fluid Stirred Tank using Computational Fluid Dynamics Simulation (0.0 cites)
792,Penerbit UTHM,1,0.0,0.0,1. Solving for an optimal batch size for a single machine using the closed-form equations to minimize inventory cost (0.0 cites)
796,Penerbit Universiti Teknikal Malaysia Melaka,1,0.0,0.0,1. Minimizing process lead time for a single machine using the developed optimal batch size equations (0.0 cites)
800,Peter Lang AG,3,0.0,0.0,"1. Seoul Station (Sang-ho Yeon, 2016): South Korean undead (0.0 cites)
2. Sadako Yamamura and the Ring cycle (1991-present) (0.0 cites)
3. Online collaboration for political resistance: A case of multilingual translations by Thailand's free youth supporters (0.0 cites)"
804,Philippine National Philosophical Research Society,1,0.0,0.0,1. The direct reference theory of pejoratives in hate speech (0.0 cites)
805,Phuket Marine Biological Center,2,0.0,0.0,"1. New record of peanut worm Sipunculus nudus from Thailand (0.0 cites)
2. The genus Phyllorhiza (rhizostomeae: Mastigiidae) in coastal waters of the Andaman Sea and the Gulf of Thailand (0.0 cites)"
807,Plate Media,1,0.0,0.0,1. The Bajau as a left-behind group in the context of coastal and marine co-management system in Indonesia (0.0 cites)
810,Policy Press,1,0.0,0.0,1. Monarchy and Thai meta-policy: the early years of Rama X’s reign (0.0 cites)
812,Polish Psychiatric Association,1,0.0,0.0,1. Common pathomechanism of migraine and depression (0.0 cites)
194,CSIC Consejo Superior de Investigaciones Cientificas,1,0.0,0.0,1. Distribution and changes in the sbgnrh system in rastrelliger brachysoma males during the breeding season Distribución y cambios del sistema sbgnrh en machos de rastrelliger brachysoma durante el período reproductivo (0.0 cites)
895,Scientific Scholar,1,0.0,0.0,1. Age-related perceptions of laypeople on Class II facial profile alterations (0.0 cites)
153,Begell House Inc.,1,0.0,0.0,1. Culturable Moderately Thermophilic and Osmophilic Algae Isolated for the First Time from a Terrestrial Hot Spring (0.0 cites)
154,Beijing University of Chinese Medicine,1,0.0,0.0,1. Eye-acupuncture as adjuvant therapy for stroke: A bibliometric analysis of clinical studies (0.0 cites)
156,Belgrade University,1,0.0,0.0,"1. Modelling the Surface Roughness of Steel after Laser hardening by using 2D Visibility Network, Convolutional neural Networks and Genetic Programming МОДЕЛИРАЊЕ ХРАПАВОСТИ ПОВРШИНЕ ЧЕЛИКА НАКОН ЛАСЕРСКОГ КАЉЕЊА КОРИШЋЕЊЕМ 2Д МРЕЖЕ ВИДЉИВОСТИ, КОНВОЛУЦИОНИХ НЕУРОНСКИХ МРЕЖА И ГЕНЕТСКОГ ПРОГРАМИРАЊА (0.0 cites)"
586,Journal of Infection in Developing Countries,1,0.0,0.0,1. Use of qRT-PCR for SARS-CoV-2 sgRNA leader for the therapeutic plan: a preliminary report on 10 patients (0.0 cites)
587,Journal of Pure and Applied Microbiology,1,0.0,0.0,1. Different Exercise Intensity Associates with Varied Disease Biomarkers of Guts-Microbiome Genera Change in Rats: Preliminary Study (0.0 cites)
588,"Journal of Reproductive Medicine, Inc.",1,0.0,0.0,1. Outcomes of suction curettage versus hysterectomy for the treatment of hydatidiform mole among women aged 40 years or older (0.0 cites)
591,Juliusz Schauder Center for Nonlinear Analysis,1,0.0,0.0,1. Lipschitz retractions onto sphere vs spherical cup in a hilbert space (0.0 cites)
359,"Faculty of Agriculture, Ain-Shams University",1,0.0,0.0,1. Inactivation rates of African swine fever virus by compound disinfectants (0.0 cites)
410,"Greater Mekong Subregion Academic and Research Network, Asian Institute of Technology",1,0.0,0.0,1. Characterization of Rice Husk Biochar and Its Particle Size Effects on Soil Properties in Sandy Loam Soil (0.0 cites)
773,Open Library of Humanities,1,0.0,0.0,1. Prayoon Chanyawongse's Cartoon Likay: Amalgamating likay theatrical form and Comics into a Unique Thai Genre (0.0 cites)
775,Optica Publishing Group (formerly OSA),3,0.0,0.0,"1. Highly efficient and stable perovskite-silicon tandem solar cells (0.0 cites)
2. Reconstruct-to-refocus: Joint reconstruction of a biological sample and of calibration objects for accurate auto-focusing in digital holography (0.0 cites)
3. Analysis of volumetric 3D reconstruction of lamina cribrosa images from swept-source optical coherence tomography in glaucomatous and healthy subjects (0.0 cites)"
776,Oviedo University Press,1,0.0,0.0,1. Chasing returns with high-beta stocks: Evidence from tax-privileged mutual funds in Thailand (0.0 cites)
779,Pacific Early Childhood Education Research Association,1,0.0,0.0,1. Guidelines to build a smooth transition from home to preschool: Parental roles in the thai context (0.0 cites)
780,Pacini Editore S.p.A./AU-CNS,1,0.0,0.0,1. Prostate Pathology: What is New in the 2022 WHO Classification of Urinary and Male Genital Tumors? (0.0 cites)
211,Centre for Medical Education (CenMed) Yong Loo Lin School of Medicine National University of Singapore,2,0.0,0.0,"1. Modeling the determinants of English writing perfor-mance: Directions to interdisciplinary writing instruction (0.0 cites)
2. Comparative study of the larval development of four anuran species from the Khorat Plateau, Thailand (0.0 cites)"
215,Chemical Industry Press,1,0.0,0.0,1. Devise of a W serpentine shape tube heat exchanger in a hard chromium electroplating process (0.0 cites)
217,Chemical and Biological Microsystems Society,4,0.0,0.0,"1. Electrical pulse parameters for isolating vacuoles from plant cells in a microfluidic system (0.0 cites)
2. Separation of cells and particles by the application of discrete dielectrophoretic (0.0 cites)
3. RAPID, CAPILARY-DRIVEN IMMUNOASSAY FOR SARS-CoV-2 DETECTION (0.0 cites)"
788,Pediatric Hematology Oncology Chapter of Indian Academy of Pediatrics,1,0.0,0.0,1. Abdominal mass in a septic infant: Case of a fatal intraluminal intestinal hematoma (0.0 cites)
364,"Faculty of Humanities, University of Indonesia",1,0.0,0.0,1. The significance of the Inao during the reign of King Chulalongkorn: A transitional period in the Thai Panji tradition (0.0 cites)
908,Slovak Association for the Study of English,1,0.0,0.0,1. Agent or non-agent subject topics in English expository and fictional proses (0.0 cites)
478,Institute of Health Promotion and Education,1,0.0,0.0,1. Promoting healthy foods in healthcare system in Thailand (0.0 cites)
481,Institute of Medico-Legal Publications,7,0.0,0.0,"1. Adverse effects of mercury exposure in ddw strain mice during organogenesis (0.0 cites)
2. A content analysis of original research articles on public health published in an international journal: The case study of Thailand (0.0 cites)
3. Factors associated with the knowledge and attitude towards breastfeeding in Thai grandmothers of pregnant adolescents (0.0 cites)"
419,Hamadan University of Medical Sciences,1,0.0,0.0,1. School Experiences and Happiness Levels of School-Age Children: A Quantitative and Qualitative Analysis (0.0 cites)
770,Novin Medical Radiation Institute,1,0.0,0.0,1. Toxicity and cosmetic outcome in hypofractionated radiation therapy for ductal carcinoma in situ after breast-conserving surgery: a preliminary report (0.0 cites)
771,Odontologijos Studija,1,0.0,0.0,1. Bardach’s triple-legged rotation flap as single-staged 3D helical upper-third reconstruction: A technical note (0.0 cites)
508,International Forum of Management Scholars,1,0.0,0.0,1. Investigating Factors Affecting Fatal Air Transport Accidents (0.0 cites)
512,"International Institute of Informatics and Cybernetics, IIIC",1,0.0,0.0,1. Factors Influence Students' Continuance Intention toward Online Learning Transition After the COVID-19 Pandemic Unfolds (0.0 cites)
405,Global Council on Anthropological Linguistics,1,0.0,0.0,1. Giving people a voice (0.0 cites)
407,Global Science Publications,1,0.0,0.0,1. Decolorization and detoxification of cationic blue 41 by halotolerant strains (0.0 cites)
408,Glowny Urzad Statystyczny,1,0.0,0.0,1. A general Bayesian approach to meet different inferential goals in poverty research for small areas (0.0 cites)
421,Herpetological Society of Japan,1,0.0,0.0,"1. Two New Species of Leptobrachella from Northern Thailand (Amphibia, Anura, Megophryidae) (0.0 cites)"
426,Hiroshima University Medical Press,1,0.0,0.0,1. Autism phenotype in fragile X premutation males is not associated with FMR1 expression: A preliminary evaluation (0.0 cites)
427,Hogrefe Publishing GmbH,1,0.0,0.0,1. An Examination of the Orienting and Defensive Responses Using HR and HF-HRV (0.0 cites)
916,"Society for Alliance, Fidelity and Advancement (SAFA)",1,0.0,0.0,1. Sustainable port KPIs assessment: A case study of the eastern economic corridor in Thailand (0.0 cites)
917,Society for Biology and Biotechnology,1,0.0,0.0,1. Development of loop-mediated isothermal amplification (LAMP) assay for rapid detection of Colletotrichum gloeosporioides in mango (0.0 cites)
921,Society for Innovative Research,3,0.0,0.0,"1. Comparison of soil composition between farmlands and conserved area (0.0 cites)
2. Modification of the anaerobic digestion model No.1 (ADM1) for lignocellulosic biomass (0.0 cites)
3. An evaluation of the quality development of primary schools under the jurisdiction of nonthaburi provincial administration organization (0.0 cites)"
923,Society of Automotive Engineers of Japan Inc,1,0.0,0.0,1. Impact of increased vehicle weight on energy consumption of diverse powertrain options under real-world driving in Bangkok (0.0 cites)
131,Association of Canadian Archivists,1,0.0,0.0,1. Documenting Events in Times of Crisis Investigating Traditional and Contemporary Thai Archival Practices (0.0 cites)
134,Associazione Italiana di Metallurgia,1,0.0,0.0,1. Microstructural restoration of long-term serviced cast Inconel 738 nickel superalloy turbine blade with difference solutioning and precipitation aging temperatures (0.0 cites)
257,Crane Publishing Co.,1,0.0,0.0,1. Is there a dichotomy between synthetic compounds and phrases in Thai? (0.0 cites)
742,National Chengchi University,1,0.0,0.0,1. Why Do We Need Asian Gothic? (0.0 cites)
747,National Institute of Science Communication and Policy Research,1,0.0,0.0,1. The effects of Litsea cubeba essential oil inhalation on brain wave activity (0.0 cites)
748,National Science Museum od Korea,1,0.0,0.0,"1. Description of the Himalayan newt Tylototriton verrucosus (Urodela: Salamandridae) in northern Thailand with its phylogenetic relationships, distribution, and conservation status (0.0 cites)"
753,Natural Sciences Publishing,1,0.0,0.0,1. Optimization of LDM 3D printing parameters for TiO2 thin film fabrication (0.0 cites)
239,Chung Hua University,1,0.0,0.0,1. Urban agrarian and spatial development policy: The survival of an environmental agentin bangkok metropolitan region (0.0 cites)
758,New Century Health Publishers,1,0.0,0.0,1. Astaxanthin Supplementation Lowers Dietary Intake in Healthy Subjects (0.0 cites)
759,"New Zealand Mathematical Society and Department of Mathematics, University of Auckland",1,0.0,0.0,1. EXACT VALUE OF INTEGRALS INVOLVING PRODUCT OF SINE OR COSINE FUNCTION (0.0 cites)
768,Nova Science Publisher Inc.,1,0.0,0.0,"1. A 360° GLOBAL PERITONEAL DIALYSIS THERAPY PERSPECTIVE: HEALTH ECONOMICS, PROGRAMS AND POLICIES (0.0 cites)"
136,Ateneo de Manila University,1,0.0,0.0,1. Parish records and the history of Philippine epidemics (0.0 cites)
